Order_ID,Order_Date,Region,Category,Product,Quantity,Sales,Discount,Profit
ORD-103507,2022-04-06,East,Technology,Laptop,9,17175.04,0.05,1540.59
ORD-103508,2024-06-16,North,Office Supplies,Storage Box,4,46438.67,0.1,8844.77
ORD-103509,2024-12-21,South,Furniture,Table,3,13829.19,0.1,1052.2
ORD-103510,2023-07-15,North,Technology,Phone,7,47536.12,0.0,9070.29
ORD-103511,2024-06-23,East,Technology,Phone,2,45167.28,0.15,-4188.87
ORD-103512,2022-12-14,North,Office Supplies,Printer,8,49392.61,0.0,4452.18
ORD-103513,2023-11-02,North,Office Supplies,Pen,1,42631.08,0.05,4684.71
ORD-103514,2022-11-13,North,Furniture,Chair,8,7836.85,0.1,1451.45
ORD-103515,2023-12-20,North,Office Supplies,Notebook,9,23211.24,0.0,3983.63
ORD-103516,2024-12-07,South,Office Supplies,Printer,9,724.62,0.15,37.6
ORD-103517,2022-09-07,South,Office Supplies,Storage Box,3,2838.2,0.0,537.65
ORD-103518,2022-11-10,South,Office Supplies,Pen,8,21112.26,0.05,1970.76
ORD-103519,2024-03-17,East,Office Supplies,Printer,5,3456.04,0.2,-42.17
ORD-103520,2023-04-30,West,Office Supplies,Notebook,2,17017.09,0.2,-2072.71
ORD-103521,2022-02-13,South,Office Supplies,Pen,6,5162.53,0.0,609.48
ORD-103522,2023-07-25,South,Furniture,Desk,8,20907.49,0.15,-173.09
ORD-103523,2023-08-06,West,Technology,Tablet,7,19438.38,0.15,2087.46
ORD-103524,2024-06-13,North,Furniture,Wardrobe,2,6242.92,0.2,-104.36
ORD-103525,2022-08-08,East,Technology,Phone,1,21794.9,0.1,2152.22
ORD-103526,2024-07-13,West,Technology,Tablet,7,39591.72,0.05,9567.64
ORD-103527,2023-02-05,East,Technology,Phone,4,33685.28,0.05,2607.61
ORD-103528,2023-12-28,North,Furniture,Chair,6,10195.72,0.15,633.67
ORD-103529,2024-09-17,North,Furniture,Wardrobe,4,46983.37,0.15,-1917.25
ORD-103530,2024-06-17,South,Office Supplies,Printer,5,31846.06,0.2,-4416.27
ORD-103531,2024-05-07,West,Technology,Tablet,5,14711.65,0.05,3270.64
ORD-103532,2024-03-14,East,Technology,Tablet,6,23058.11,0.1,-119.31
ORD-103533,2023-05-05,West,Office Supplies,Pen,3,43618.52,0.1,6533.45
ORD-103534,2024-07-26,West,Furniture,Table,9,13992.3,0.05,3422.64
ORD-103535,2024-04-23,North,Office Supplies,Notebook,7,12899.1,0.05,2565.34
ORD-103536,2022-09-24,South,Furniture,Table,8,36601.38,0.1,105.29
ORD-103537,2022-02-23,South,Technology,Laptop,6,2491.92,0.2,-157.59
ORD-103538,2023-06-12,East,Office Supplies,Pen,6,1708.8,0.0,200.15
ORD-103539,2023-09-08,South,Furniture,Desk,9,19307.12,0.05,2679.73
ORD-103540,2024-12-18,West,Office Supplies,Notebook,4,46519.48,0.05,6727.27
ORD-103541,2024-11-29,South,Office Supplies,Storage Box,9,16628.81,0.05,960.42
ORD-103542,2024-08-12,North,Technology,Laptop,9,39397.77,0.05,5226.46
ORD-103543,2023-01-21,North,Office Supplies,Storage Box,2,1866.36,0.0,393.17
ORD-103544,2024-01-04,North,Office Supplies,Notebook,9,7806.88,0.2,-1131.55
ORD-103545,2023-12-17,North,Furniture,Table,3,35428.45,0.1,3264.1
ORD-103546,2023-10-12,East,Office Supplies,Pen,6,781.57,0.0,153.89
ORD-103547,2022-10-27,North,Office Supplies,Pen,8,7753.56,0.15,-567.65
ORD-103548,2023-01-30,South,Office Supplies,Storage Box,7,41044.06,0.1,3961.44
ORD-103549,2023-08-16,East,Furniture,Table,9,49878.61,0.1,2620.35
ORD-103550,2023-05-29,West,Furniture,Chair,6,49053.78,0.1,7436.56
ORD-103551,2023-01-31,South,Furniture,Chair,1,38558.67,0.1,4400.8
ORD-103552,2023-01-06,North,Office Supplies,Printer,8,28419.18,0.1,-654.59
ORD-103553,2024-05-07,East,Technology,Tablet,8,49720.45,0.05,9456.53
ORD-103554,2024-03-01,West,Technology,Phone,1,12581.96,0.15,1466.87
ORD-103555,2023-10-20,North,Furniture,Chair,1,11053.61,0.1,-343.95
ORD-103556,2024-01-06,West,Technology,Phone,3,8353.43,0.1,1333.55
ORD-103557,2023-01-19,North,Furniture,Wardrobe,5,5264.08,0.1,923.2
ORD-103558,2022-03-03,North,Technology,Phone,6,2821.87,0.1,50.24
ORD-103559,2023-05-20,East,Office Supplies,Printer,5,2017.2,0.15,253.94
ORD-103560,2022-08-27,South,Office Supplies,Storage Box,9,5059.07,0.05,555.86
ORD-103561,2022-07-14,South,Furniture,Wardrobe,2,35306.27,0.05,3970.98
ORD-103562,2023-11-09,South,Office Supplies,Printer,1,18540.76,0.0,2836.04
ORD-103563,2022-03-02,East,Technology,Monitor,6,1964.42,0.15,91.9
ORD-103564,2024-09-16,West,Technology,Phone,9,35763.19,0.05,6225.9
ORD-103565,2023-11-16,West,Technology,Monitor,4,34898.61,0.05,6125.6
ORD-103566,2022-06-05,North,Office Supplies,Printer,9,32333.13,0.2,-268.83
ORD-103567,2024-07-11,North,Furniture,Table,8,43851.4,0.1,1958.81
ORD-103568,2024-05-17,East,Technology,Tablet,5,45261.18,0.05,453.08
ORD-103569,2024-06-21,South,Technology,Tablet,3,32513.76,0.0,6037.36
ORD-103570,2024-09-25,East,Office Supplies,Printer,1,49774.63,0.05,10694.9
ORD-103571,2024-09-01,South,Furniture,Table,6,34187.21,0.0,6689.99
ORD-103572,2023-01-23,West,Office Supplies,Printer,8,30071.69,0.2,-298.21
ORD-103573,2024-06-05,East,Technology,Monitor,6,7800.48,0.0,538.66
ORD-103574,2024-04-17,South,Technology,Tablet,3,11526.91,0.1,441.86
ORD-103575,2022-12-06,West,Furniture,Chair,8,17296.77,0.05,4192.68
ORD-103576,2022-07-23,North,Furniture,Wardrobe,8,24821.83,0.2,1262.24
ORD-103577,2022-06-10,South,Office Supplies,Storage Box,6,40754.06,0.15,-346.4
ORD-103578,2023-01-27,North,Office Supplies,Pen,3,15630.37,0.15,2175.88
ORD-103579,2024-02-08,North,Office Supplies,Storage Box,4,24443.33,0.05,4603.54
ORD-103580,2023-07-29,South,Technology,Tablet,5,31677.27,0.1,3394.08
ORD-103581,2023-06-18,East,Furniture,Wardrobe,8,46184.33,0.05,3387.89
ORD-103582,2024-12-29,East,Office Supplies,Printer,3,35148.63,0.0,10241.84
ORD-103583,2024-06-11,South,Office Supplies,Printer,8,43028.86,0.05,7108.56
ORD-103584,2023-02-09,South,Technology,Laptop,1,12868.31,0.15,526.03
ORD-103585,2023-08-31,North,Office Supplies,Printer,5,8990.3,0.05,1064.13
ORD-103586,2024-04-07,East,Technology,Tablet,2,31370.19,0.2,625.49
ORD-103587,2023-11-21,North,Technology,Laptop,4,26248.23,0.1,5040.0
ORD-103588,2024-06-20,East,Technology,Tablet,8,34416.39,0.1,4906.74
ORD-103589,2022-02-25,North,Office Supplies,Printer,1,38535.86,0.1,-221.07
ORD-103590,2023-01-01,South,Furniture,Table,6,10026.06,0.2,835.36
ORD-103591,2023-03-31,North,Office Supplies,Storage Box,2,24243.53,0.05,859.84
ORD-103592,2022-04-14,West,Office Supplies,Storage Box,5,44528.29,0.15,-2197.3
ORD-103593,2022-03-18,North,Technology,Phone,5,49000.6,0.05,2734.6
ORD-103594,2022-08-18,West,Furniture,Wardrobe,4,26795.52,0.05,2664.36
ORD-103595,2022-11-27,West,Furniture,Table,5,39716.65,0.2,74.43
ORD-103596,2024-06-11,East,Technology,Phone,9,19441.84,0.2,-466.38
ORD-103597,2023-11-19,North,Office Supplies,Pen,5,12453.41,0.2,-926.64
ORD-103598,2022-01-27,East,Office Supplies,Printer,7,37933.58,0.05,7917.25
ORD-103599,2022-10-26,North,Office Supplies,Storage Box,4,41299.47,0.2,1958.57
ORD-103600,2024-08-14,South,Furniture,Desk,9,37425.36,0.2,-4999.4
ORD-103601,2024-03-09,North,Technology,Laptop,5,24860.63,0.1,1063.88
ORD-103602,2023-04-25,North,Office Supplies,Printer,2,44794.43,0.2,-6340.78
ORD-103603,2023-07-27,East,Furniture,Desk,3,6198.04,0.0,1316.15
ORD-103604,2023-04-03,South,Technology,Phone,2,23842.59,0.15,1354.4
ORD-103605,2022-12-31,North,Furniture,Wardrobe,3,9297.94,0.1,731.11
ORD-103606,2024-05-08,North,Furniture,Wardrobe,9,13109.73,0.05,2671.0
ORD-103607,2022-12-17,East,Furniture,Wardrobe,3,45975.2,0.0,4073.52
ORD-103608,2022-09-10,South,Furniture,Wardrobe,6,28413.25,0.15,-1497.88
ORD-103609,2024-02-20,North,Office Supplies,Notebook,3,36691.41,0.2,2997.21
ORD-103610,2024-03-13,East,Furniture,Table,9,5108.91,0.1,380.63
ORD-103611,2024-10-08,East,Office Supplies,Storage Box,2,2938.41,0.2,-333.96
ORD-103612,2023-04-04,East,Furniture,Table,7,48560.57,0.2,1721.19
ORD-103613,2024-07-05,North,Office Supplies,Notebook,3,9717.42,0.0,760.42
ORD-103614,2023-05-14,South,Furniture,Table,2,9304.6,0.2,58.08
ORD-103615,2024-08-07,South,Office Supplies,Pen,7,9213.39,0.0,1084.07
ORD-103616,2023-05-23,South,Technology,Monitor,4,34330.38,0.05,5011.32
ORD-103617,2023-05-16,North,Office Supplies,Notebook,5,43884.04,0.2,1856.85
ORD-103618,2024-03-13,North,Technology,Phone,8,25250.36,0.05,2320.61
ORD-103619,2023-08-21,East,Office Supplies,Storage Box,5,1949.43,0.0,161.23
ORD-103620,2022-06-15,South,Technology,Laptop,2,48216.13,0.0,11735.13
ORD-103621,2023-04-07,North,Office Supplies,Pen,6,10479.86,0.1,2044.85
ORD-103622,2024-07-08,East,Furniture,Table,8,47872.31,0.0,7807.31
ORD-103623,2022-04-24,West,Furniture,Chair,6,39028.93,0.1,-1203.07
ORD-103624,2024-09-18,South,Technology,Laptop,2,14520.83,0.15,1031.7
ORD-103625,2022-07-26,West,Furniture,Wardrobe,2,21835.27,0.1,2445.36
ORD-103626,2023-05-30,West,Technology,Tablet,6,7407.95,0.1,1400.54
ORD-103627,2023-12-10,South,Technology,Laptop,1,37714.7,0.0,6293.05
ORD-103628,2022-05-18,North,Furniture,Desk,1,41982.46,0.1,5648.63
ORD-103629,2022-12-05,West,Furniture,Wardrobe,1,22713.81,0.0,2640.73
ORD-103630,2023-06-21,West,Technology,Phone,5,45294.69,0.0,12109.39
ORD-103631,2022-03-09,West,Office Supplies,Pen,5,985.13,0.15,-81.91
ORD-103632,2023-01-18,East,Office Supplies,Printer,2,24138.76,0.1,2479.48
ORD-103633,2022-01-19,West,Office Supplies,Notebook,7,25843.64,0.15,-1142.33
ORD-103634,2023-11-14,West,Office Supplies,Storage Box,2,9292.99,0.0,1383.24
ORD-103635,2022-03-15,South,Furniture,Desk,6,25616.02,0.05,5365.89
ORD-103636,2023-07-27,South,Technology,Phone,5,2333.78,0.15,70.65
ORD-103637,2024-07-27,West,Technology,Laptop,5,12501.22,0.0,1136.43
ORD-103638,2024-12-07,South,Technology,Phone,4,39196.99,0.15,2849.2
ORD-103639,2022-07-30,North,Technology,Phone,7,2521.6,0.2,-188.96
ORD-103640,2024-05-04,West,Office Supplies,Printer,2,37566.92,0.05,3583.14
ORD-103641,2023-10-13,East,Technology,Phone,1,48306.3,0.0,10962.17
ORD-103642,2024-09-20,North,Furniture,Wardrobe,1,10428.64,0.0,988.61
ORD-103643,2023-11-26,East,Office Supplies,Printer,5,12036.96,0.15,665.33
ORD-103644,2023-06-24,South,Office Supplies,Storage Box,5,20974.42,0.0,6111.22
ORD-103645,2024-06-19,West,Office Supplies,Printer,8,12780.66,0.2,1215.85
ORD-103646,2024-02-19,North,Technology,Phone,2,21031.56,0.05,2711.18
ORD-103647,2022-06-19,North,Office Supplies,Pen,8,33689.4,0.1,4196.6
ORD-103648,2024-11-03,South,Furniture,Desk,5,41700.79,0.2,-643.87
ORD-103649,2022-10-15,East,Furniture,Wardrobe,5,38630.89,0.0,3859.52
ORD-103650,2022-07-08,South,Office Supplies,Storage Box,3,2474.32,0.15,260.67
ORD-103651,2024-07-02,North,Furniture,Desk,5,11558.0,0.1,148.71
ORD-103652,2023-11-25,West,Furniture,Table,8,40866.94,0.15,718.64
ORD-103653,2024-06-06,East,Technology,Tablet,6,21102.87,0.1,-586.74
ORD-103654,2023-04-16,North,Furniture,Desk,6,43258.72,0.05,1032.27
ORD-103655,2022-10-04,North,Office Supplies,Notebook,1,41663.53,0.2,1866.6
ORD-103656,2024-07-28,East,Office Supplies,Pen,3,33884.46,0.0,9267.45
ORD-103657,2023-07-25,North,Office Supplies,Pen,9,18937.96,0.1,3246.25
ORD-103658,2024-05-06,East,Technology,Monitor,6,42764.21,0.1,779.58
ORD-103659,2024-09-27,West,Furniture,Chair,9,27479.9,0.15,-318.64
ORD-103660,2023-04-03,South,Technology,Phone,2,41343.73,0.0,5186.89
ORD-103661,2024-07-06,North,Furniture,Table,8,37332.28,0.15,290.85
ORD-103662,2024-04-12,South,Technology,Tablet,3,23349.36,0.2,-1445.31
ORD-103663,2024-12-23,North,Technology,Tablet,4,27290.92,0.0,3701.45
ORD-103664,2024-04-18,East,Furniture,Chair,1,35194.88,0.05,673.87
ORD-103665,2022-07-12,North,Furniture,Chair,1,13711.09,0.05,3060.14
ORD-103666,2023-09-08,South,Technology,Tablet,1,12486.16,0.0,2196.76
ORD-103667,2023-02-10,South,Office Supplies,Pen,4,571.64,0.2,-33.26
ORD-103668,2024-07-31,North,Technology,Monitor,4,660.77,0.05,150.99
ORD-103669,2023-12-22,East,Furniture,Wardrobe,9,27885.23,0.05,6670.09
ORD-103670,2022-04-03,East,Technology,Tablet,9,40853.48,0.1,4436.66
ORD-103671,2023-03-06,West,Technology,Monitor,3,1093.0,0.05,157.81
ORD-103672,2023-10-16,North,Office Supplies,Storage Box,6,14867.33,0.15,630.08
ORD-103673,2023-03-10,East,Technology,Monitor,5,42753.42,0.2,-777.26
ORD-103674,2023-01-10,West,Furniture,Desk,3,612.54,0.05,56.9
ORD-103675,2024-12-18,West,Office Supplies,Notebook,9,33385.92,0.2,-4957.22
ORD-103676,2024-12-02,East,Technology,Tablet,7,10261.04,0.05,864.54
ORD-103677,2022-07-26,North,Office Supplies,Notebook,4,11877.03,0.15,1687.77
ORD-103678,2024-02-19,North,Office Supplies,Pen,8,4247.26,0.1,479.29
ORD-103679,2023-06-16,North,Technology,Laptop,6,29949.53,0.2,27.16
ORD-103680,2022-06-15,West,Technology,Tablet,8,28164.62,0.05,4932.89
ORD-103681,2023-10-05,West,Technology,Laptop,2,40012.6,0.0,3979.52
ORD-103682,2022-03-31,West,Office Supplies,Storage Box,7,6807.07,0.05,879.26
ORD-103683,2022-01-13,South,Furniture,Table,7,49809.93,0.0,7132.95
ORD-103684,2024-08-30,South,Technology,Phone,5,29433.24,0.1,-535.37
ORD-103685,2024-03-15,South,Office Supplies,Pen,8,23027.76,0.2,1210.05
ORD-103686,2024-08-02,West,Office Supplies,Pen,8,35211.67,0.15,-832.16
ORD-103687,2024-01-12,South,Furniture,Chair,1,27719.24,0.2,-2575.64
ORD-103688,2024-05-25,South,Technology,Laptop,5,28156.29,0.0,5327.58
ORD-103689,2023-10-22,North,Office Supplies,Pen,9,34285.57,0.0,5000.77
ORD-103690,2024-10-28,North,Technology,Phone,6,41539.51,0.05,7528.85
ORD-103691,2024-11-18,North,Technology,Tablet,9,8917.47,0.05,266.15
ORD-103692,2022-10-23,West,Technology,Monitor,3,48560.15,0.15,7034.4
ORD-103693,2024-09-12,North,Furniture,Chair,4,45606.45,0.15,-299.3
ORD-103694,2024-07-14,East,Office Supplies,Printer,4,41249.44,0.2,-6141.08
ORD-103695,2023-10-02,East,Furniture,Table,9,33542.63,0.05,6348.43
ORD-103696,2022-12-06,East,Office Supplies,Storage Box,9,31576.72,0.0,8908.39
ORD-103697,2023-09-20,North,Technology,Monitor,7,19716.45,0.2,-519.7
ORD-103698,2023-03-15,South,Furniture,Table,1,8183.46,0.15,-196.27
ORD-103699,2024-07-30,South,Furniture,Chair,7,43005.99,0.2,-5759.56
ORD-103700,2024-04-09,West,Furniture,Desk,6,20784.05,0.15,-1739.3
ORD-103701,2023-06-03,North,Technology,Laptop,5,14095.94,0.15,321.51
ORD-103702,2024-09-02,West,Furniture,Chair,2,28388.57,0.0,6124.47
ORD-103703,2024-12-04,South,Technology,Laptop,5,17069.8,0.2,545.04
ORD-103704,2024-08-12,East,Technology,Monitor,3,40748.96,0.05,5126.81
ORD-103705,2024-08-09,West,Furniture,Desk,5,11140.15,0.15,910.61
ORD-103706,2024-08-01,North,Office Supplies,Notebook,1,9986.64,0.1,1877.09
ORD-103707,2022-06-04,South,Technology,Monitor,7,30407.5,0.15,2954.79
ORD-103708,2022-03-29,East,Technology,Monitor,1,3050.0,0.2,-144.93
ORD-103709,2024-07-19,East,Furniture,Table,7,17223.93,0.05,336.1
ORD-103710,2022-06-28,North,Office Supplies,Notebook,9,15312.22,0.2,-186.19
ORD-103711,2022-07-31,East,Furniture,Desk,5,29530.15,0.2,-527.98
ORD-103712,2023-04-10,East,Technology,Laptop,5,46891.15,0.05,9256.23
ORD-103713,2023-09-23,North,Furniture,Desk,4,34921.79,0.0,4284.03
ORD-103714,2024-04-04,West,Furniture,Wardrobe,3,39192.08,0.05,5267.07
ORD-103715,2023-08-30,North,Office Supplies,Notebook,5,31716.55,0.15,3542.84
ORD-103716,2024-06-03,East,Office Supplies,Storage Box,7,3035.54,0.2,-113.17
ORD-103717,2023-01-01,West,Furniture,Chair,6,22840.54,0.0,4599.24
ORD-103718,2022-10-03,West,Furniture,Wardrobe,8,36400.92,0.15,-3141.76
ORD-103719,2023-01-15,South,Furniture,Table,9,17175.49,0.15,-1715.62
ORD-103720,2024-08-02,East,Furniture,Chair,4,30000.55,0.1,4845.74
ORD-103721,2024-12-23,South,Furniture,Wardrobe,8,47664.85,0.1,8804.78
ORD-103722,2024-03-20,South,Office Supplies,Notebook,8,26108.44,0.2,1575.45
ORD-103723,2024-07-13,South,Furniture,Wardrobe,2,36201.44,0.2,-2908.33
ORD-103724,2023-05-09,East,Office Supplies,Storage Box,8,45369.09,0.0,3020.44
ORD-103725,2024-12-30,West,Technology,Tablet,3,17494.18,0.2,-1737.54
ORD-103726,2022-12-30,South,Office Supplies,Pen,7,18764.03,0.2,-1313.05
ORD-103727,2023-07-24,North,Furniture,Table,2,17900.07,0.15,2463.9
ORD-103728,2024-02-02,North,Technology,Monitor,9,17417.76,0.15,1544.11
ORD-103729,2022-10-03,North,Furniture,Table,3,963.12,0.0,257.82
ORD-103730,2022-02-19,North,Technology,Laptop,2,31183.18,0.1,-1164.32
ORD-103731,2023-12-29,South,Furniture,Table,4,44557.37,0.2,4330.46
ORD-103732,2024-06-24,South,Office Supplies,Printer,8,23085.87,0.1,1713.22
ORD-103733,2024-07-16,North,Furniture,Desk,7,45223.65,0.0,5768.27
ORD-103734,2023-07-18,South,Office Supplies,Pen,3,32428.72,0.15,1635.92
ORD-103735,2024-02-22,North,Technology,Phone,2,36738.52,0.2,-4783.66
ORD-103736,2023-04-30,South,Technology,Monitor,5,24819.23,0.1,-1180.8
ORD-103737,2023-08-07,East,Office Supplies,Printer,9,24007.66,0.0,7137.98
ORD-103738,2022-08-24,South,Technology,Laptop,4,3108.75,0.0,322.37
ORD-103739,2022-02-25,North,Technology,Tablet,9,18122.63,0.05,1984.29
ORD-103740,2022-12-26,West,Technology,Laptop,6,9368.76,0.2,640.89
ORD-103741,2022-04-20,West,Technology,Monitor,2,46082.65,0.15,5323.38
ORD-103742,2022-07-11,West,Furniture,Table,1,5364.13,0.15,-340.11
ORD-103743,2024-06-22,East,Office Supplies,Pen,2,30231.91,0.1,1998.88
ORD-103744,2024-05-11,East,Furniture,Wardrobe,4,2775.63,0.05,608.89
ORD-103745,2023-07-22,West,Office Supplies,Pen,3,32751.65,0.1,2699.34
ORD-103746,2024-12-19,North,Technology,Tablet,9,47765.57,0.1,-552.96
ORD-103747,2023-10-12,East,Office Supplies,Pen,9,26955.84,0.1,5046.54
ORD-103748,2022-02-08,East,Technology,Phone,9,36395.38,0.2,-4720.22
ORD-103749,2024-12-08,East,Office Supplies,Storage Box,5,33538.44,0.0,7380.49
ORD-103750,2023-09-29,North,Office Supplies,Printer,6,47872.57,0.0,10998.47
ORD-103751,2024-11-02,South,Office Supplies,Storage Box,9,11841.18,0.05,74.76
ORD-103752,2022-02-05,South,Office Supplies,Printer,6,37761.76,0.1,-1433.76
ORD-103753,2022-04-11,West,Furniture,Desk,8,28966.29,0.1,-167.54
ORD-103754,2022-06-15,North,Office Supplies,Notebook,4,40500.43,0.1,1817.42
ORD-103755,2023-01-18,North,Technology,Phone,8,42259.38,0.15,963.81
ORD-103756,2024-02-29,North,Furniture,Desk,9,33954.81,0.1,-653.2
ORD-103757,2022-01-31,South,Furniture,Desk,1,28780.35,0.0,4982.25
ORD-103758,2022-01-11,South,Technology,Laptop,4,11748.78,0.0,1436.39
ORD-103759,2022-04-06,East,Office Supplies,Printer,9,1699.01,0.15,-81.51
ORD-103760,2023-03-29,West,Furniture,Wardrobe,5,37600.42,0.2,-2983.28
ORD-103761,2022-07-11,West,Technology,Phone,6,26539.16,0.1,991.72
ORD-103762,2023-05-01,North,Technology,Phone,5,17134.53,0.15,-853.97
ORD-103763,2022-08-26,East,Technology,Monitor,7,19351.38,0.05,241.13
ORD-103764,2024-12-24,South,Office Supplies,Pen,2,31850.72,0.15,2130.61
ORD-103765,2024-01-05,North,Office Supplies,Pen,2,32528.23,0.0,4241.27
ORD-103766,2024-09-17,North,Technology,Monitor,4,47312.71,0.1,5207.77
ORD-103767,2024-04-04,East,Furniture,Desk,2,14970.92,0.05,3650.98
ORD-103768,2022-04-16,North,Office Supplies,Printer,7,38847.99,0.0,6773.47
ORD-103769,2022-06-30,West,Office Supplies,Storage Box,3,13833.57,0.2,594.76
ORD-103770,2022-07-03,West,Office Supplies,Storage Box,7,47209.72,0.1,4971.11
ORD-103771,2022-08-14,North,Furniture,Desk,2,31396.04,0.15,-2830.65
ORD-103772,2024-02-16,East,Furniture,Desk,6,39121.26,0.15,-2268.86
ORD-103773,2024-02-29,East,Furniture,Wardrobe,2,49868.4,0.05,3021.73
ORD-103774,2023-11-19,North,Technology,Tablet,6,3668.39,0.15,-287.81
ORD-103775,2023-06-14,South,Furniture,Chair,5,39002.58,0.2,2719.18
ORD-103776,2024-08-29,South,Office Supplies,Storage Box,4,31359.03,0.0,8842.87
ORD-103777,2024-07-24,North,Technology,Monitor,9,47388.26,0.15,2351.71
ORD-103778,2022-04-16,East,Technology,Monitor,4,19295.41,0.2,-1628.39
ORD-103779,2024-04-10,North,Office Supplies,Printer,8,35471.04,0.0,2489.7
ORD-103780,2023-11-10,East,Technology,Phone,2,34712.75,0.0,10106.54
ORD-103781,2024-04-28,East,Technology,Monitor,5,10967.85,0.0,2326.11
ORD-103782,2024-11-21,South,Technology,Phone,6,44521.98,0.15,-1958.34
ORD-103783,2023-01-28,North,Technology,Tablet,1,10660.12,0.1,2046.62
ORD-103784,2022-02-09,East,Technology,Tablet,4,13254.68,0.0,2982.52
ORD-103785,2023-10-22,North,Technology,Monitor,1,11769.58,0.05,697.53
ORD-103786,2024-09-07,North,Office Supplies,Storage Box,8,41486.9,0.15,5663.89
ORD-103787,2024-04-24,North,Furniture,Wardrobe,4,10849.67,0.15,717.05
ORD-103788,2022-07-20,South,Office Supplies,Storage Box,1,28338.7,0.1,4957.44
ORD-103789,2023-03-23,West,Furniture,Chair,8,6610.43,0.1,-67.65
ORD-103790,2024-11-27,North,Office Supplies,Notebook,9,43595.87,0.2,-3334.88
ORD-103791,2023-03-20,South,Furniture,Wardrobe,2,45338.4,0.05,8000.27
ORD-103792,2024-01-31,East,Furniture,Table,9,18367.2,0.0,1773.0
ORD-103793,2022-08-15,East,Technology,Tablet,3,46860.52,0.05,816.6
ORD-103794,2022-02-17,North,Technology,Laptop,5,7596.67,0.05,900.04
ORD-103795,2024-11-07,South,Office Supplies,Notebook,8,5007.83,0.15,-441.65
ORD-103796,2024-06-30,West,Office Supplies,Printer,8,21445.94,0.2,-2768.37
ORD-103797,2022-07-06,East,Office Supplies,Storage Box,1,11538.51,0.0,3342.11
ORD-103798,2022-12-11,North,Technology,Laptop,7,47137.12,0.2,823.94
ORD-103799,2022-08-12,East,Technology,Phone,3,32013.9,0.0,4642.76
ORD-103800,2024-04-09,West,Office Supplies,Pen,8,34291.23,0.2,-2663.85
ORD-103801,2023-05-03,South,Furniture,Table,1,11029.31,0.1,397.72
ORD-103802,2024-05-26,East,Office Supplies,Printer,9,34106.97,0.15,2341.17
ORD-103803,2024-04-28,North,Office Supplies,Pen,6,4554.31,0.1,-28.02
ORD-103804,2024-09-05,East,Furniture,Desk,9,27942.4,0.15,-1253.44
ORD-103805,2024-10-13,South,Office Supplies,Storage Box,7,33491.59,0.0,7858.16
ORD-103806,2022-07-07,West,Technology,Monitor,6,49266.89,0.15,4930.53
ORD-103807,2022-09-27,South,Furniture,Chair,7,8891.66,0.0,2199.58
ORD-103808,2022-11-06,East,Office Supplies,Printer,4,37529.31,0.0,11125.26
ORD-103809,2024-04-24,North,Office Supplies,Pen,5,46931.83,0.15,3452.94
ORD-103810,2023-05-01,South,Office Supplies,Printer,2,19830.49,0.15,-1184.48
ORD-103811,2022-04-30,North,Furniture,Table,3,21334.48,0.2,-1301.18
ORD-103812,2022-08-08,North,Technology,Phone,2,35013.04,0.05,2239.51
ORD-103813,2022-02-22,East,Technology,Phone,7,38020.75,0.05,926.52
ORD-103814,2024-01-28,South,Office Supplies,Pen,4,47696.49,0.05,4998.59
ORD-103815,2024-01-08,South,Technology,Monitor,2,25913.73,0.0,2400.8
ORD-103816,2023-12-21,West,Office Supplies,Storage Box,6,35506.44,0.05,3199.41
ORD-103817,2023-02-10,North,Technology,Laptop,2,2170.68,0.1,246.21
ORD-103818,2023-08-31,East,Technology,Monitor,9,7365.2,0.05,1504.82
ORD-103819,2024-10-17,East,Furniture,Desk,4,30356.48,0.15,2645.99
ORD-103820,2023-02-26,East,Technology,Tablet,3,46418.07,0.2,-4047.91
ORD-103821,2023-12-13,East,Technology,Monitor,6,47235.32,0.15,-1345.03
ORD-103822,2022-09-04,South,Furniture,Table,8,46733.74,0.0,2803.16
ORD-103823,2022-03-13,West,Furniture,Table,6,13781.63,0.1,1449.84
ORD-103824,2022-07-04,East,Technology,Phone,5,37414.2,0.05,4456.8
ORD-103825,2022-01-06,North,Furniture,Table,5,35470.96,0.2,3069.63
ORD-103826,2024-06-24,East,Furniture,Desk,8,13168.98,0.15,655.7
ORD-103827,2023-01-22,East,Office Supplies,Storage Box,3,6137.11,0.1,1185.09
ORD-103828,2023-11-30,East,Furniture,Table,6,49201.94,0.1,9756.45
ORD-103829,2024-04-06,West,Furniture,Table,8,9658.14,0.1,1535.7
ORD-103830,2022-12-15,South,Technology,Tablet,6,46491.3,0.0,11472.38
ORD-103831,2022-11-04,South,Office Supplies,Printer,9,24846.95,0.05,2626.06
ORD-103832,2022-10-14,West,Technology,Monitor,3,5991.31,0.05,141.96
ORD-103833,2024-02-05,West,Furniture,Desk,2,32315.65,0.0,4123.44
ORD-103834,2023-12-26,West,Furniture,Chair,3,18617.71,0.05,1482.52
ORD-103835,2024-02-01,West,Office Supplies,Printer,5,15664.18,0.15,-1216.64
ORD-103836,2023-01-18,West,Technology,Phone,4,28791.66,0.2,-3674.53
ORD-103837,2023-01-23,West,Technology,Monitor,8,16267.1,0.15,-756.52
ORD-103838,2023-06-09,North,Technology,Laptop,1,34233.01,0.0,5428.36
ORD-103839,2023-10-01,South,Technology,Phone,9,22161.65,0.0,1820.58
